ts,entidad,magnitud,valor,unidad,origen,fuente,nota
2026-08-22T00:00,casa-principal,temperatura,27,°C,manual,seguridad-casa-principal,Leída por Manuel en la app Hik-Connect. Hora aproximada (medianoche).
